CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local
02002464112002621000000000U7,11822294,B FIT PROTCIN,,Farmacias con minisúper,0 a 5 personas,PROLONGACION,Río Presidio,1300,,INDEPENDENCIA,,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.42322951,32.63722464,,,
02002461110046521000045152S4,8320384,BAJA MEDICHAL IMAGIN PLATINUM,SANI GROUP SC DE RL DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,ÁLAMO,286,,21970,,"VICENTE GUERRERO (ALGODONES), Mexicali, BAJA CALIFORNIA",,ADMIN1@SANIDENTALGROUP.COM,,Fijo,-114.72918477,32.71539310,CENTRO Y PLAZA COMERCIAL,PLAZA,286
02003464111000601000000000U1,10095129,BAJA SKIN DERMATOLOGIA,,Farmacias sin minisúper,0 a 5 personas,CALLE,RIO BALSAS,,6,ESTEBAN CANTU,21420,"TECATE, Tecate, BAJA CALIFORNIA",,,WWW.BAJASKIN.COMMX,Fijo,-116.62260573,32.57422462,,,
02004464112003911000000000U7,10350451,BAJAPAN,,Farmacias con minisúper,0 a 5 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,9,,GUILLEN,22106,"TIJUANA, Tijuana, BAJA CALIFORNIA",6632033037,BAJAPAN01@HOTMAIL.COM,,Fijo,-116.96893448,32.50019233,CENTRO Y PLAZA COMERCIAL,PLAZA CEDROS,6
02002464112000291000000000U1,56423,BEE PHARMA,,Farmacias sin minisúper,6 a 10 personas,AVENIDA,FRANCISCO I MADERO,959,1,SEGUNDA,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",,PVH1@GRUPOPVH.COM,BEEPARMA.COM.EC,Fijo,-115.47921755,32.66550397,,,
02007464111000061000000000U9,11458387,BIO PHARMACY,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,MALECON,,,PUERTO DE SAN FELIPE,21858,"SAN FELIPE                                                                                                    , San Felipe, BAJA CALIFORNIA",6862129380,,,Fijo,-114.83319986,31.02226794,,,
02004464112003851000000000U5,11257064,BIOMAUSSAN,,Farmacias con minisúper,0 a 5 personas,CALLE,BENITO JUAREZ SEGUNDA,7971,77,ZONA CENTRO,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",6647582063,,,Fijo,-117.04109160,32.53500739,CENTRO Y PLAZA COMERCIAL,PLAZA DE LA MUJER,77
02004464111012591000000000S8,10425986,BODEGA DE FARMACIA AMITA,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,BRASIL,8393,3,MORELOS,22056,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.03333060,32.52140601,,,
02002464111007421000000000U9,11355339,BODEGA FARMACIA GUADALUPANA  ,BODEGA FARMACIA GUADALUPANA    SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,IGNACIO MANUEL ALTAMIRANO,0,,PRIMERA SECCION,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.49146725,32.66194134,,,
02004464111001771000000000S9,6283519,BODEGA FARMACIA LUX DEL SOL,BODEGA LUX DEL SOL SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,FRANCISCO JAVIER MINA,9351,0,ZONZ RIO,22010,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.02637662,32.52812733,CENTRAL DE ABASTO,MERCADO HIDALGO,26
02001464111003202000000000S9,10757908,BODEGON FARMACEUTICO,,Farmacias sin minisúper,6 a 10 personas,CALZADA,CORTEZ,2170,,HIDALGO,22880,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.58457057,31.86331502,,,
02002464112000241010000000U6,58549,BOTICA CENTRAL,,Farmacias sin minisúper,0 a 5 personas,CALLE,ALAMO,202,0,BARRIO ALAMO,21160,"MEXICALI, Mexicali, BAJA CALIFORNIA",6861571504,RODVILLASENOR@HOTMAIL.COM,,Fijo,-115.47819410,32.64413856,,,
02002464111001571000000000U7,144764,BOTICA DE JESUS,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,CONSTITUCION,,,PAREDONES,21920,"POBLADO PAREDONES, Mexicali, BAJA CALIFORNIA",,JESSI-BURRUEL@HOTMAIL.COM,,Fijo,-114.93364146,32.60423050,,,
02001464111000771000000000U6,70890,BOTICA GALENO,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,BENITO JUAREZ QUINTA,873,0,ZONA CENTRO,22800,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461782835,,,Fijo,-116.62123806,31.86611597,,,
02002464112000992000000000M4,75357,BOTICA GUADALUPANA,,Farmacias con minisúper,6 a 10 personas,CALZADA,NACIONES UNIDAS,,0,SOLIDARIDAD VIRREYES,21188,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865559336,,,Fijo,-115.51385152,32.62144065,,,
02002464111002302001000000U6,68670,BOTICA GUADALUPANA,,Farmacias sin minisúper,6 a 10 personas,BOULEVARD,BENITO JUAREZ,0,,EX EJIDO COAHUILA,21360,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865617350,ELFGGOVILLAVICENTA@HOTMAIL.COM,,Fijo,-115.44012716,32.61489598,,,
02002464111002782001000000U9,90283,BOTICA GUADALUPANA,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,OAXACA,3299,0,LUIS DONALDO COLOSIO MURRIETA ,21137,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.52889500,32.65441009,,,
02002464112000451011000000U1,61766,BOTICA GUADALUPANA SUCURSAL VILLAHERMOSA,,Farmacias sin minisúper,11 a 30 personas,AVENIDA,VILLAHERMOSA,697,0,ESPERANZA,21140,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.49026719,32.64392162,,,
02002464111003591000000000U3,60819,BOTICA JEREZ,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,JEREZ,750,0,DEL RASTRO,21090,"MEXICALI, Mexicali, BAJA CALIFORNIA",6863594146,,,Fijo,-115.46625054,32.62607584,,,
02002464112000932011000000U0,68674,BOTICA LEVY,,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,LAZARO CARDENAS,1495,0,EX EJIDO COAHUILA,21360,"MEXICALI, Mexicali, BAJA CALIFORNIA",,FACTURAS.LEVY@HOTMAIL.COM,,Fijo,-115.43583982,32.62459503,,,
02002464111003431000000000U2,90454,BOTICA LUCERNA,,Farmacias sin minisúper,0 a 5 personas,CALLE,BAHIA LUCERNA,2900,0,CARLOS SALINAS,21137,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865739224,VARGASRAUL647@GMAIL.COM,,Fijo,-115.52268645,32.65322510,,,
02004464111002411011000000U1,53479,BOTICA ROMO,,Farmacias con minisúper,0 a 5 personas,AVENIDA,MUTUALISMO E,1600,,CENTRO,22000,"TIJUANA, Tijuana, BAJA CALIFORNIA",,LUCY.AG@LIVE.COM.MX,,Fijo,-117.04309774,32.53228485,,,
02002464112000091010000000U5,73540,BOTICA SAN JOSE,,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,ANAHUAC,0,0,JARDINES DEL LAGO,21330,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865685955,,,Fijo,-115.47927938,32.61359254,,,
02002464111002072001000000U5,139240,BOTICA SAN JOSE,GRUPO EMPRESARIAL GATI DEL NOROESTE S DE RL ,Farmacias sin minisúper,6 a 10 personas,CALZADA,INDEPENDENCIA,890,0,INDEPENDENCIA,21290,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865663340,ADMI1-BOTICASANJOSE@HOTMAIL.COM,,Fijo,-115.43257490,32.63910796,,,
02002464112001173010000000M0,57767,BOTICA SAN JOSE,,Farmacias sin minisúper,6 a 10 personas,CALLE,JOSE AZUETA,0,,PRIMERA SECCION,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865549496,,,Fijo,-115.49372932,32.66271348,,,
02002464111007551000000000U3,9608911,BOTICA SAN JUAN DE DIOS,FARMACOS JOHNS S DE RL DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,JOSE AZUETA,0,212,PRIMERA SECCION,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.49373064,32.66260572,,,
02002464111002822000000000S3,86277,BOTICA SANTA MONICA,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,FRANCISCO I  MADERO,205,2,PRIMERA SECCION,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,WWW.FARMACIASTA.MONICA,Fijo,-115.49419947,32.66442576,,,
02002464111004671000000000U2,7048803,BOTICA SOLYMAR,,Farmacias sin minisúper,0 a 5 personas,CALLE,BAHIA HUATULCO,527,0,LOS ARCOS,21850,"SAN FELIPE                                                                                                    , San Felipe, BAJA CALIFORNIA",6861989323,,,Fijo,-114.84837472,31.03319806,,,
02002464111001791000000000U1,65969,BOTICA ZARAGOZA,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,MAGISTERIO,800,,CARVAJAL,21370,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.43153915,32.61733182,,,
02002464111003001001000000M3,6478876,BOTICAS GRIEGA,,Farmacias sin minisúper,11 a 30 personas,BOULEVARD,LAZARO CARDENAS,0,,CARBAJAL,21370,"MEXICALI, Mexicali, BAJA CALIFORNIA",,BOTICASGRIEGAS@GMAIL.COM,,Fijo,-115.43246716,32.62464590,,,
02002464111001972000000000S7,149654,BOTICAS GRIEGA,,Farmacias sin minisúper,6 a 10 personas,CALZADA,CHETUMAL,398,0,SONA CENTRO,21850,"SAN FELIPE                                                                                                    , San Felipe, BAJA CALIFORNIA",,,,Fijo,-114.84249962,31.02515814,,,
02002464112001651000000521S5,6852134,BOTICAS GUADALUPANA,REMEDIO SA DE CV,Farmacias con minisúper,11 a 30 personas,CALZADA,CALZADA DE LAS AMÉRICAS,121,,CUAHUTEMOC NORTE,21800,"MEXICALI, Mexicali, BAJA CALIFORNIA",,IMPUESTOS@GUADALUPANA.COM.MX,WWW.GUADALUPANA.COM.MX,Fijo,-115.44936803,32.66263631,,,
02002464111000931011000521S4,6285867,BOTICAS GUADALUPANA,REMEDIO SA DE CV,Farmacias con minisúper,11 a 30 personas,AVENIDA,PONTEVEDRA,1701,,INFONAVIT CUCAPAH,,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CONTADOR@GUADALUPANA.COM.MX,WWW.GUADALUPANA.COM,Fijo,-115.47256275,32.61838117,,,
02002464111000621011000521S1,6286322,BOTICAS GUADALUPANA,REMEDIO SA DE CV,Farmacias con minisúper,11 a 30 personas,CALLE,BAHÍA DE LOS ÁNGELES,1400,,BAJA CALIFORNIA,21130,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CONTADOR@GUADALUPANA.COM.MX,WWW.GUADALUPANA.COM,Fijo,-115.51576870,32.65415408,,,
02002464112001551001000521S7,6284074,BOTICAS GUADALUPANA,REMEDIO SA DE CV,Farmacias sin minisúper,11 a 30 personas,CALLE,IGNACIO MANUEL ALTAMIRANO,380,,ZONA CENTRO,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CONTADOR@GUADALUPANA.COM.MX,WWW.GUADALUPANA.COM,Fijo,-115.49146242,32.66088698,,,
02002464111005432000037579S8,8781624,BOTICAS GUADALUPANA,,Farmacias sin minisúper,11 a 30 personas,CALLE,IGNACIO MANUEL ALTAMIRANO,31,,PRIMER SECCION,,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.49146190,32.66083612,,,
02002464112001183000000521M9,6282999,BOTICAS GUADALUPANA,REMEDIO SA DE CV,Farmacias con minisúper,11 a 30 personas,CALLE,IGNACIO MANUEL ALTAMIRANO,354,,ZONA CENTRO PRIMERA SECCION,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CONTADOR@GUADALUPANA.COM.MX,WWW.GUADALUPANA.COM.MX,Fijo,-115.49146186,32.66083263,,,
02002464111000741012000521S7,6286324,BOTICAS GUADALUPANA,REMEDIO SA DE CV,Farmacias con minisúper,6 a 10 personas,AVENIDA,REFORMA,398,,ZONA CENTRO,21000,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CONTADOR@GUADALUPANA.COM.MX,WWW.GUADALUPANA.COM,Fijo,-115.49150902,32.66232852,,,
02002464111002491010000521S7,6283917,BOTICAS GUADALUPANA,REMEDIO SA DE CV,Farmacias con minisúper,11 a 30 personas,AVENIDA,ZUAZUA,501,,PRIMERA SECCION,,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CONTADOR@GUADALUPANA.COM.MX,WWW.GUADALUPANA.COM,Fijo,-115.48894004,32.65904863,,,
02002464111002162001037579M4,87257,BOTICAS GUADALUPANA,,Farmacias sin minisúper,11 a 30 personas,CALLE,NINGUNO,19,,JABONERA,,"MEXICALI, Mexicali, BAJA CALIFORNIA",,SCORPORATIVOS@GUADALUPANA.COM.MX,,Fijo,-115.48114391,32.65852502,CENTRO Y PLAZA COMERCIAL,LA CACHANILLA,19C
02002464111001101011000521S3,6287571,BOTICAS GUADALUPANA,REMEDIO SA DE CV,Farmacias con minisúper,6 a 10 personas,CALZADA,CALZADA DE LOS MONARCAS,326,,VILLAS DEL REY,21354,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CONTADOR@GUADALUPANA.COM.MX,WWW.GUADALUPANA.COM,Fijo,-115.48149943,32.59368341,,,
02002464112000551001000521S8,6282701,BOTICAS GUADALUPANA,REMEDIO SA DE CV,Farmacias con minisúper,11 a 30 personas,BOULEVARD,LÁZARO CÁRDENAS,2000,,VENUSTIANO CARRANZA,21376,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CONTADOR@GUADALUPANA.COM.MX,WWW.GUADALUPANA.COM,Fijo,-115.40602793,32.62293042,CENTRO Y PLAZA COMERCIAL,CARRANZA,SN
02002464111000891000000000U0,73655,BOTICAS GUADALUPANA,BOTICAS GUADALUPANA ,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,ANAHUAC,298,0,VILLAS DEL REY TERCERA ETAPA,21353,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.47901906,32.60706822,,,
02002464111002703001000000S5,84489,BOTICAS GUADALUPANA,,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,LAZARO CARDENAS,2955,69,NUEVO MEXICALI,21399,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865627307,,,Fijo,-115.38661248,32.61065432,CENTRO Y PLAZA COMERCIAL,PLAZA NUEVO MEXICALI,68 Y 69
02002464112001531002000521S9,6701501,BOTICAS GUADALUPANA,REMEDIO SA DE CV,Farmacias con minisúper,6 a 10 personas,CARRETERA,CARRETERA A SAN LUIS RÍO COLORADO,1,,VALLE DEL PEDREGAL,,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CONTADOR@GUADALUPANA.COM.MX,WWW.GUADALUPANA.COM,Fijo,-115.36083558,32.57797807,,,
02002464111001471011000521S0,6286240,BOTICAS GUADALUPANA,REMEDIO SA DE CV,Farmacias con minisúper,6 a 10 personas,CALLE,13 DE SEPTIEMBRE,986,1,LOS NARANJOS,21387,"MEXICALI, Mexicali, BAJA CALIFORNIA",,CONTADOR@GUADALUPANA.COM.MX,WWW.GUADALUPANA.COM,Fijo,-115.44042892,32.58731440,,,
02002464111005421000037579S1,8781622,BOTICAS GUADALUPANA,,Farmacias sin minisúper,11 a 30 personas,AVENIDA,VICENTE GUERRERO,0,,GUADALUPE VICTORIA,,"CIUDAD GUADALUPE VICTORIA (KILÓMETRO CUARENTA Y TRES), Mexicali, BAJA CALIFORNIA",,SCORPORATIVOS@GUADALUPANA.COM.MX,,Fijo,-115.10373646,32.28819528,,,
02002464111001561011000521S8,6285868,BOTICAS GUADALUPANA,REMEDIO SA DE CV,Farmacias con minisúper,11 a 30 personas,AVENIDA,JOSÉ MARÍA MORELOS Y PAVÓN ESTE,504,,CIUDAD MORELOS,,"CIUDAD MORELOS (CUERVOS), Mexicali, BAJA CALIFORNIA",,CONTADOR@GUADALUPANA.COM.MX,WWW.GUADALUPANA.COM,Fijo,-114.85331074,32.63323115,,,
02002464111005111000000000U8,6973146,BOTICAS GUADALUPANA,,Farmacias sin minisúper,0 a 5 personas,CALLE,AGRIPINO VILLASEÑOR,35,,ESTACION COAHUILA,21810,"CIUDAD COAHUILA (KILÓMETRO CINCUENTA Y SIETE), Mexicali, BAJA CALIFORNIA",,,,Fijo,-114.99796118,32.19753009,,,
02002464111002182001000521S2,6284073,BOTICAS GUADALUPANA,REMEDIO SA DE CV,Farmacias con minisúper,6 a 10 personas,AVENIDA,JOSÉ MARÍA MORELOS Y PAVÓN,149,,POBLADO BENITO JUAREZ,21900,"BENITO JUÁREZ (EJIDO TECOLOTES), Mexicali, BAJA CALIFORNIA",,CONTADOR@GUADALUPANA.COM.MX,WWW.GUADALUPANA.COM,Fijo,-114.99253697,32.57119233,,,
02002464111004622000000000U5,6930479,BOTICAS LA MEJOR,,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,ADOLFO LOPEZ MATEOS,324,,PRIMERA SECCION,21100,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.49331037,32.66336601,,,
02002464111003532000000000S7,92267,BOTICAS LEVIS,,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,ANAHUAC,398,,VILLAS DEL REY TERCERA ETAPA,21353,"MEXICALI, Mexicali, BAJA CALIFORNIA",6868371900,,,Fijo,-115.47894293,32.60625600,,,
02002464111007131000000000U4,10789320,BOTICAS SAN JOSE,FARMACOS JOHNS S DE RL DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,LAZARO CARDENAS,798,,CARBAJAL,21370,"MEXICALI, Mexicali, BAJA CALIFORNIA",,SANJOSEPVCONTROL@HOTMAIL.COM,,Fijo,-115.43256284,32.62464061,,,
02002464111003731001000000U5,80142,BOTICAS SAN JOSE,,Farmacias sin minisúper,0 a 5 personas,CALZADA,EL ROBLEDO,200,0,EL ROBLEDO,21384,"MEXICALI, Mexicali, BAJA CALIFORNIA",6863924147,CLEODORA12@OUTLOOK.ES,,Fijo,-115.40165569,32.58144852,,,
02004464111004621000000000U3,116217,BOTICAS TIJUANA,BOTICAS TJ  S DE RL DE CV,Farmacias sin minisúper,6 a 10 personas,CALLE,NINGUNO,9864,,LIBERTAD PARTE BAJA,22400,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.02517870,32.54097483,,,
02002464112002501000000000U1,9999781,BSB SUPLEMENTS,,Farmacias con minisúper,0 a 5 personas,CALZADA,MANUEL GOMEZ MORIN PERIFERICO ORIENTE,799,,RIVERA,21259,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865143302,,,Fijo,-115.41181660,32.65482304,,,
02002464112002511000000000S0,11100884,BSB SUPLEMENTS,,Farmacias con minisúper,0 a 5 personas,BOULEVARD,LAZARO CARDENAS,3198,13,VILLA VERDE,21395,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.38046482,32.60625948,CENTRO Y PLAZA COMERCIAL,PLAZA VILLA VERDE,13
02001464111003261000000000U5,10446955,BTC FARMACIAS,,Farmacias sin minisúper,0 a 5 personas,CALLE,ZERTUCHE,,,VILLAS DEL MAR,22785,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.58686303,31.79275807,,,
02004464111009971000038352S7,8724148,BUENAVISTA,DISTRIBUIDORA DE MIS FARMACIAS SAPI DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,INGENIERO JUAN OJEDA ROBLES Y/O DE LA PAZ,99999,,BUENAVISTA,22415,"TIJUANA, Tijuana, BAJA CALIFORNIA",,BUENAVISTA@DEMISFARMACIAS.COM,WWW.DEMISFARMACIAS.COM,Fijo,-116.98688261,32.51969213,,,
02002464111007441000000000U7,11069447,CALIFORNIA FARMACIA,,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,LAZARO CARDENAS,3000,9,MIRASOL,21396,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.38685266,32.61040309,CENTRO Y PLAZA COMERCIAL,PLAZA REXY,9
02002464112002492000000000U3,10182018,CALLE 4TA,CROWDER COMPANY SA DE CV,Farmacias con minisúper,6 a 10 personas,CALLE,URBANO VASQUEZ CUARTA,0,,VALLE DEL SOL,21399,"MEXICALI, Mexicali, BAJA CALIFORNIA",,RHSANTAMONICA2@GMAIL..COM,WWW.RHSANTAMONICA,Fijo,-115.39409729,32.61285990,,,
02001464111003221000000000U9,10072274,CARMENS PHARMACY,,Farmacias sin minisúper,0 a 5 personas,PEATONAL,NINGUNO,0,,LA BUFADORA,22794,"LA BUFADORA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.71994490,31.72536192,,,
02004464111011633000018821M9,9399041,CEDIS ALMACEN ,OPERADORA FARMACEUTICA DE BAJA CALIFORNIA S DE RL DE CV,Farmacias sin minisúper,101 a 250 personas,BOULEVARD,INDUSTRIAL,19058,,INDUSTRIAL,22444,"TIJUANA, Tijuana, BAJA CALIFORNIA",,OCRUZ@OPEFAR.COM,WWW.FARMACIASLAMASBARATA,Fijo,-116.91772809,32.53848819,,MESA DE OTAY,12
02001541941000061010000000U9,72409,CLINICA FARMACIA Y RICO,,Servicios veterinarios para mascotas prestados por el sector privado,0 a 5 personas,CALLE,NOVENA,1251,1,OBRERA,22830,"ENSENADA, Ensenada, BAJA CALIFORNIA",,VETERINARIARICO@HOTMAIL.COM,,Fijo,-116.61417376,31.86835446,CENTRO Y PLAZA COMERCIAL,CENTRO COMERCIAL COLONIAL,1
02004464111008741000000000U5,7634098,CLUB DE NUTRICION,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,MUTUALISMO E,291,,ZONA NORTE,22100,"TIJUANA, Tijuana, BAJA CALIFORNIA",6645106269,SISY_MISTICA@HOTMAIL.COM,,Fijo,-117.04401351,32.53884810,,,
